docno,text
d6661,"peace or love kings of convenience rock after a 12-year hiatus, the norwegian duo returns with an especially airbrushed take on easy-listening pop. at their best, the kings sound deceptively effortless, but the facade is sometimes too smooth."
d6662,finally ep elissa mielke folk/country the los angeles-via-toronto singer offers a finely wrought ep that showcases her oceanic voice and her austere songwriting.
d6663,"limitless frame ulla experimental, electronic layering reverberating guitar melodies with subtle electronic sound design and foggy atmospheres, the ambient musician formerly known as ulla straus has a way of making the vaporous feel intimate."
d6664,slitherman activated rxk nephew rap the rochester rapper is at his best when he isn’t folding to the pressures of wider appeal or tightly-packaged collaborations on his latest project.
d6665,"absence keith rowe experimental in this 2015 set marking his retirement from live performance, the veteran improvising guitarist explores the simpler, starker side of his abstract, purposefully formless music."
d6666,jordi maroon 5 rock maroon 5’s seventh album sets out to experiment beyond their comfort zone. it sounds like a band trying desperately to appeal to as many markets as possible.
d6667,"ancient dreams in a modern land marina pop/r&b the unmistakably dramatic pop singer seeks the divine feminine, embracing a bold yet soft aesthetic that’s more effective than some of her lyrics."
d6668,"butterfly 3000 king gizzard & the lizard wizard rock album number 18 was recorded in the band’s homes during the pandemic, and trades psych-rock blitzes for a finely-woven sprawl of synth programming and midi sequences."
d6669,"sdm​-​la8​-​441​-​114​-​211 speed dealer moms electronic this unlikely electronic trio—featuring the chili peppers’ john frusciante, venetian snares’ aaron funk, and noise musician chris mcdonald—cherry-picks from 11 years of dazzlingly complex improvisations."
d6670,"islomania islands rock on their first album in five years, nick thorburn’s ever-evolving band takes a pop-friendly turn. with neon synths and disco grooves, these songs are top 40 at heart."
d6671,"culture iii migos rap the rap trio’s latest, like its predecessor, can become a slog and at times seems shoddily constructed. but at its best, the album is a callback to their inspired peak."
d6672,"degrees of freedom found “blue” gene tyranny experimental the fearless work of the late avant-garde pianist is celebrated with a momentous new anthology, showcasing his immense talent and passion."
d6673,"bombay a. r. rahman pop/r&b each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit the groundbreaking 1995 soundtrack that changed bollywood forever."
d6674,"no gods no masters garbage rock with pop stars once again performing garish exaggerations of what seems like real personal trauma, shirley manson & co. have timed their return perfectly."
d6675,the life of pi’erre 5 pi’erre bourne rap the fifth installment of the rapper-producer’s long-running series lands closer to the sweet spot between beats and bars glimpsed on his previous effort.
d6676,"mommy issues ep the narcotix experimental, folk/country with influences ranging from afrobeat to choral symphonies, the brooklyn-based group’s debut is bright and bursting with detail."
d6677,"scuro chiaro alessandro cortini experimental built around his new custom synthesizer, the latest project from the electronic musician and nine inch nails member offers some of his liveliest music yet."
d6678,"the rich are only defeated when running for their lives anthony joseph jazz backed by veteran jazz musicians and newer players, the trinidad-born, london-based poet summons spirits of the caribbean diaspora to ask what it might take to build a better world."
d6679,"pool skee mask electronic compiling several years’ worth of material and spanning nearly two hours, the munich producer’s first full-length since 2018 feels cohesive, virtuosic, and thrillingly physical."
d6680,"time machine fousheé pop/r&b after a viral sample made her feathery vocals famous, the singer-songwriter arrives on her own terms with a debut that flits effortlessly between guitar-based soul, alt-pop, and r&b."
d6681,hildegard hildegard experimental montreal musicians ouri and helena deland recorded their debut album together in eight days; the album’s eight songs feel like the diary of a gradual mind meld.
d6682,"jubilee japanese breakfast rock michelle zauner embraces the spotlight and goes for the brass ring on her third album, a stylish and eclectic record that feels of the moment and also steeped in classic indie sensibilities."
d6683,"picnic picnic electronic, experimental connecting kansas city and melbourne, picnic’s debut full-length is rounded out by a more than an hour’s worth of remixes by artists like huerco s. and dntel—a celebration of ambient music as a social phenomenon."
d6684,"eternity dark0 electronic, rap drawing inspiration from narrative thrust of video-game soundtracks and sound design of trap and trance, the london producer revels in melodramatic builds and spaced-out bliss."
d6685,"jade 玉观音 pan daijing experimental the berlin producer is a master of negative space and biomechanical sound, lacing her uneasy compositions with voices that excavate images of unceasing loneliness and longing."
